Unnamed: 0_nan_league,Unnamed: 2_nan_team,Unnamed: 3_nan_player,nation_nan_nan,pos_nan_nan,age_nan_nan,Playing Time_MP_nan,Playing Time.2_Min_nan,Tackles.1_TklW_nan,Challenges.2_Tkl%_nan,Blocks_Blocks_nan,Blocks.2_Pass_nan,Int_nan_nan
GER-Bundesliga,Stuttgart,Luca Jaquez,SUI,DF,21-351,5,253,0,33.3,2,2,3.0
GER-Bundesliga,Stuttgart,Maximilian Mittelstädt,GER,DF,28-062,31,2469,54,72.6,47,36,47.0
GER-Bundesliga,Stuttgart,Nick Woltemade,GER,"FW,MF",23-094,28,1622,7,60.0,23,21,1.0
GER-Bundesliga,Stuttgart,Pascal Stenzel,GER,DF,29-060,10,290,2,40.0,5,4,2.0
GER-Bundesliga,Stuttgart,Ramon Hendriks,NED,DF,23-305,25,1154,9,69.2,15,8,19.0
GER-Bundesliga,Stuttgart,Yannik Keitel,GER,MF,25-093,11,270,6,90.0,5,3,4.0
GER-Bundesliga,Union Berlin,Aljoscha Kemlein,GER,MF,20-290,15,922,4,35.7,14,11,6.0
GER-Bundesliga,Union Berlin,Andrej Ilic,SRB,FW,25-046,16,937,2,0.0,7,4,5.0
GER-Bundesliga,Union Berlin,András Schäfer,HUN,MF,26-036,26,1534,26,61.0,33,27,22.0
GER-Bundesliga,Union Berlin,Benedict Hollerbach,GER,"FW,MF",24-002,34,2540,22,41.2,35,35,2.0
GER-Bundesliga,Union Berlin,Christopher Trimmel,AUT,"DF,MF",38-084,26,1740,25,66.7,14,8,18.0
GER-Bundesliga,Union Berlin,Danilho Doekhi,NED,DF,26-323,34,3060,24,56.5,35,19,44.0
GER-Bundesliga,Union Berlin,David Preu,GER,"MF,DF",20-205,5,121,1,0.0,4,2,0.0
GER-Bundesliga,Union Berlin,Diogo Leite,POR,DF,26-116,30,2546,32,66.0,61,36,57.0
GER-Bundesliga,Union Berlin,Frederik Rønnow,DEN,GK,32-288,28,2520,0,0.0,0,0,0.0
GER-Bundesliga,Union Berlin,Janik Haberer,GER,"MF,DF",31-047,28,1696,29,59.1,16,16,17.0
GER-Bundesliga,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",25-241,23,1263,7,27.3,10,9,11.0
GER-Bundesliga,Union Berlin,Jordan Pefok,USA,FW,29-023,7,380,6,42.9,9,7,4.0
GER-Bundesliga,Union Berlin,Jordan Pefok,USA,FW,29-023,18,908,6,42.9,9,7,4.0
GER-Bundesliga,Union Berlin,Josip Juranović,CRO,"DF,MF",29-276,17,1159,13,40.0,13,7,7.0
GER-Bundesliga,Union Berlin,Jérôme Roussillon,FRA,"DF,MF",32-133,7,136,0,0.0,0,0,2.0
GER-Bundesliga,Union Berlin,Kevin Vogt,GER,DF,33-238,18,1367,8,61.5,16,8,9.0
GER-Bundesliga,Union Berlin,Leopold Querfeld,AUT,DF,21-150,27,1747,12,72.2,25,15,19.0
GER-Bundesliga,Union Berlin,Lucas Tousart,FRA,MF,28-020,15,561,9,41.7,11,7,7.0
GER-Bundesliga,Union Berlin,László Bénes,SVK,"MF,FW",27-252,23,589,2,33.3,5,4,3.0
GER-Bundesliga,Union Berlin,Marin Ljubicic,CRO,"FW,MF",23-080,13,281,1,33.3,2,2,0.0
GER-Bundesliga,Union Berlin,Rani Khedira,GER,MF,31-112,32,2723,40,63.2,33,22,44.0
GER-Bundesliga,Union Berlin,Robert Skov,DEN,"DF,MF",28-364,15,852,11,50.0,8,7,8.0
GER-Bundesliga,Union Berlin,Robin Gosens,GER,DF,30-318,1,90,0,0.0,1,1,1.0
GER-Bundesliga,Union Berlin,Robin Gosens,GER,DF,30-318,31,2431,0,0.0,1,1,1.0
GER-Bundesliga,Union Berlin,Tim Skarke,GER,"FW,MF",28-254,33,1164,11,52.6,7,7,5.0
GER-Bundesliga,Union Berlin,Tom Rothe,GER,"DF,MF",20-202,26,1670,28,56.9,41,36,18.0
GER-Bundesliga,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",24-131,17,718,3,25.0,6,6,3.0
GER-Bundesliga,Werder Bremen,Amos Pieper,GER,DF,27-122,23,1498,17,63.6,28,11,24.0
GER-Bundesliga,Werder Bremen,André Silva,POR,FW,29-194,8,132,2,0.0,3,2,0.0
GER-Bundesliga,Werder Bremen,André Silva,POR,FW,29-194,7,375,2,0.0,3,2,0.0
GER-Bundesliga,Werder Bremen,Anthony Jung,GER,DF,33-197,28,1898,22,64.7,23,9,25.0
GER-Bundesliga,Werder Bremen,Derrick Köhn,GER,"DF,FW",26-104,27,1343,10,71.4,21,17,10.0
GER-Bundesliga,Werder Bremen,Felix Agu,GER,DF,25-234,22,1751,14,52.2,27,18,21.0
GER-Bundesliga,Werder Bremen,Issa Kaboré,BFA,"DF,FW",24-007,9,308,4,66.7,8,6,2.0
GER-Bundesliga,Werder Bremen,Jens Stage,DEN,MF,28-192,28,2204,30,54.3,44,34,18.0
GER-Bundesliga,Werder Bremen,Julián Malatini,ARG,DF,23-353,10,454,9,45.5,8,5,7.0
GER-Bundesliga,Werder Bremen,Justin Njinmah,GER,"FW,MF",24-185,26,952,2,60.0,5,5,3.0
GER-Bundesliga,Werder Bremen,Keke Maximilian Topp,GER,"FW,MF",21-055,19,252,1,50.0,0,0,1.0
GER-Bundesliga,Werder Bremen,Leonardo Bittencourt,GER,MF,31-151,27,982,9,33.3,8,8,15.0
GER-Bundesliga,Werder Bremen,Marco Friedl,AUT,DF,27-064,26,2161,42,57.6,41,17,34.0
GER-Bundesliga,Werder Bremen,Marco Grüll,AUT,"FW,MF",26-317,30,1181,9,23.5,14,12,3.0
GER-Bundesliga,Werder Bremen,Marvin Ducksch,GER,FW,31-073,32,2418,7,21.4,10,8,8.0
GER-Bundesliga,Werder Bremen,Michael Zetterer,GER,GK,29-311,34,3060,0,0.0,1,1,1.0
GER-Bundesliga,Werder Bremen,Miloš Veljković,SRB,DF,29-235,14,1029,5,46.7,14,5,2.0
GER-Bundesliga,Werder Bremen,Mitchell Weiser,GER,"DF,MF",31-028,32,2868,40,50.0,33,30,22.0
GER-Bundesliga,Werder Bremen,Niklas Stark,GER,DF,30-035,26,2106,21,66.7,41,14,36.0
GER-Bundesliga,Werder Bremen,Oliver Burke,SCO,FW,28-042,25,908,4,66.7,20,20,2.0
GER-Bundesliga,Werder Bremen,Olivier Deman,BEL,DF,25-043,9,67,3,28.6,3,2,3.0
GER-Bundesliga,Werder Bremen,Romano Schmid,AUT,MF,25-112,32,2834,25,47.1,42,39,11.0
GER-Bundesliga,Werder Bremen,Senne Lynen,BEL,MF,26-089,32,2733,39,56.5,56,43,65.0
GER-Bundesliga,Werder Bremen,Skelly Alvero,FRA,MF,23-015,12,236,6,80.0,4,4,2.0
GER-Bundesliga,Wolfsburg,Andreas Skov Olsen,DEN,"FW,MF",25-141,12,535,6,100.0,4,4,2.0
GER-Bundesliga,Wolfsburg,Aster Vranckx,BEL,MF,22-227,14,556,6,33.3,14,11,10.0
GER-Bundesliga,Wolfsburg,Bence Dárdai,HUN,MF,19-115,21,1304,14,53.3,20,16,12.0
GER-Bundesliga,Wolfsburg,Cedric Zesiger,SUI,DF,26-329,15,1221,8,50.0,6,1,3.0
GER-Bundesliga,Wolfsburg,Cedric Zesiger,SUI,DF,26-329,7,522,8,50.0,6,1,3.0
GER-Bundesliga,Wolfsburg,David Odogu,GER,DF,18-350,3,195,4,60.0,2,0,2.0
GER-Bundesliga,Wolfsburg,Denis Vavro,SVK,DF,29-039,29,2461,13,47.8,48,16,37.0
GER-Bundesliga,Wolfsburg,Jakub Kamiński,POL,"DF,MF",22-348,22,1130,8,40.9,17,10,13.0
GER-Bundesliga,Wolfsburg,Joakim Mæhle,DEN,DF,27-364,28,2188,15,37.8,24,21,25.0
GER-Bundesliga,Wolfsburg,Jonas Wind,DEN,"FW,MF",26-101,31,1966,6,50.0,17,14,6.0
GER-Bundesliga,Wolfsburg,Kamil Grabara,POL,GK,26-131,29,2585,0,0.0,1,1,0.0
GER-Bundesliga,Wolfsburg,Kevin Behrens,GER,FW,34-105,18,170,1,0.0,0,0,1.0
GER-Bundesliga,Wolfsburg,Kevin Paredes,USA,DF,22-012,2,123,1,66.7,2,0,1.0
GER-Bundesliga,Wolfsburg,Kilian Fischer,GER,DF,24-219,32,2297,44,52.8,41,33,19.0
GER-Bundesliga,Wolfsburg,Konstantinos Koulierakis,GRE,DF,21-172,30,2468,20,62.5,34,20,33.0
GER-Bundesliga,Wolfsburg,Lovro Majer,CRO,MF,27-122,9,304,1,20.0,5,4,1.0
GER-Bundesliga,Wolfsburg,Lukas Nmecha,GER,"FW,MF",26-156,19,467,0,0.0,3,3,2.0
GER-Bundesliga,Wolfsburg,Mads Roerslev,DEN,DF,25-329,19,1101,9,66.7,2,0,5.0
GER-Bundesliga,Wolfsburg,Mads Roerslev,DEN,DF,25-329,7,298,9,66.7,2,0,5.0
GER-Bundesliga,Wolfsburg,Mattias Svanberg,SWE,MF,26-134,20,1219,10,47.4,11,7,15.0
GER-Bundesliga,Wolfsburg,Maximilian Arnold,GER,MF,30-357,28,2356,20,45.5,21,10,24.0
GER-Bundesliga,Wolfsburg,Mohamed Amoura,ALG,FW,25-010,31,2467,22,37.8,42,40,9.0
GER-Bundesliga,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23-354,29,1770,35,32.6,31,27,32.0
GER-Bundesliga,Wolfsburg,Ridle Baku,GER,"FW,MF",27-041,19,1275,15,42.1,22,21,15.0
GER-Bundesliga,Wolfsburg,Ridle Baku,GER,"FW,MF",27-041,15,1170,15,42.1,22,21,15.0
GER-Bundesliga,Wolfsburg,Salih Özcan,TUR,MF,27-128,11,391,2,20.0,5,4,7.0
GER-Bundesliga,Wolfsburg,Salih Özcan,TUR,MF,27-128,11,353,2,20.0,5,4,7.0
GER-Bundesliga,Wolfsburg,Sebastiaan Bornauw,BEL,DF,26-058,15,788,6,50.0,14,2,12.0
GER-Bundesliga,Wolfsburg,Tiago Tomás,POR,"FW,MF",22-337,32,1884,19,42.9,17,13,9.0
GER-Bundesliga,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",31-067,29,1518,16,36.7,32,24,17.0
ITA-Serie A,Atalanta,Ademola Lookman,NGA,"MF,FW",27-211,30,2202,15,57.9,18,18,3.0
ITA-Serie A,Atalanta,Ben Godfrey,ENG,DF,27-124,3,159,0,0.0,1,0,0.0
ITA-Serie A,Atalanta,Ben Godfrey,ENG,DF,27-124,1,23,0,0.0,1,0,0.0
ITA-Serie A,Atalanta,Berat Djimsiti,ALB,DF,32-089,33,2550,31,71.8,33,13,40.0
ITA-Serie A,Atalanta,Charles De Ketelaere,BEL,"MF,FW",24-070,35,1980,8,26.7,13,10,3.0
ITA-Serie A,Atalanta,Daniel Maldini,ITA,"FW,MF",23-220,9,213,2,50.0,1,1,1.0
ITA-Serie A,Atalanta,Daniel Maldini,ITA,"FW,MF",23-220,20,1306,2,50.0,1,1,1.0
ITA-Serie A,Atalanta,Davide Zappacosta,ITA,DF,32-342,30,2067,16,51.3,28,22,11.0
ITA-Serie A,Atalanta,Giorgio Scalvini,ITA,DF,21-159,6,272,4,55.6,0,0,4.0
ITA-Serie A,Atalanta,Ibrahim Sulemana,GHA,MF,21-362,8,226,4,33.3,1,1,0.0
ITA-Serie A,Atalanta,Isak Hien,SWE,DF,26-126,30,2327,28,61.4,31,13,31.0
ITA-Serie A,Atalanta,Juan Cuadrado,COL,"DF,MF",36-358,22,813,9,47.8,14,12,7.0
ITA-Serie A,Atalanta,Lazar Samardzic,SRB,MF,23-084,31,1169,15,48.0,9,8,2.0
ITA-Serie A,Atalanta,Marco Brescianini,ITA,MF,25-119,28,937,11,80.0,15,13,2.0
ITA-Serie A,Atalanta,Marco Palestra,ITA,DF,20-077,8,177,4,100.0,3,3,2.0
ITA-Serie A,Atalanta,Mario Pašalić,CRO,MF,30-099,33,1934,16,44.0,21,15,12.0
ITA-Serie A,Atalanta,Marten de Roon,NED,"MF,DF",34-051,36,3058,48,45.5,40,33,47.0
ITA-Serie A,Atalanta,Mateo Retegui,ITA,FW,26-020,35,2293,9,18.8,7,7,4.0
ITA-Serie A,Atalanta,Matteo Ruggeri,ITA,DF,22-312,29,1661,24,67.6,28,25,19.0
ITA-Serie A,Atalanta,Mitchel Bakker,NED,MF,24-333,24,1139,0,100.0,0,0,0.0
ITA-Serie A,Atalanta,Mitchel Bakker,NED,MF,24-333,1,22,0,100.0,0,0,0.0
ITA-Serie A,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25-321,14,356,0,0.0,0,0,1.0
ITA-Serie A,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25-321,9,343,0,0.0,0,0,1.0
ITA-Serie A,Atalanta,Odilon Kossounou,CIV,DF,24-135,17,1035,9,45.5,14,9,12.0
ITA-Serie A,Atalanta,Rafael Tolói,ITA,DF,34-221,11,468,5,36.4,8,6,8.0
ITA-Serie A,Atalanta,Raoul Bellanova,ITA,DF,25-002,33,2331,13,60.0,12,9,18.0
ITA-Serie A,Atalanta,Raoul Bellanova,ITA,DF,25-002,1,87,13,60.0,12,9,18.0
ITA-Serie A,Atalanta,Sead Kolašinac,BIH,DF,31-333,23,1903,26,53.3,16,9,25.0
ITA-Serie A,Atalanta,Stefan Posch,AUT,DF,28-005,4,342,10,87.5,5,4,4.0
ITA-Serie A,Atalanta,Stefan Posch,AUT,DF,28-005,14,714,10,87.5,5,4,4.0
ITA-Serie A,Atalanta,Éderson,BRA,MF,25-316,36,2845,31,64.7,29,23,35.0
ITA-Serie A,Bologna,Benjamín Domínguez,ARG,FW,21-242,24,1281,7,30.0,15,14,4.0
ITA-Serie A,Bologna,Charalambos Lykogiannis,GRE,DF,31-209,16,974,12,50.0,9,4,10.0
ITA-Serie A,Bologna,Dan Ndoye,SUI,FW,24-206,29,2053,18,56.0,22,22,8.0
ITA-Serie A,Bologna,Davide Calabria,ITA,DF,28-164,10,616,8,41.7,4,4,2.0
ITA-Serie A,Bologna,Davide Calabria,ITA,DF,28-164,7,316,8,41.7,4,4,2.0
ITA-Serie A,Bologna,Emil Holm,SWE,DF,25-006,20,1092,21,66.7,19,15,10.0
ITA-Serie A,Bologna,Giovanni Fabbian,ITA,MF,22-125,29,1013,6,53.8,7,5,2.0
ITA-Serie A,Bologna,Jens Odgaard,DEN,"MF,FW",26-049,29,1952,14,28.6,19,17,9.0
ITA-Serie A,Bologna,Jesper Karlsson,SWE,FW,26-298,7,298,0,0.0,4,4,0.0
ITA-Serie A,Bologna,Jesper Karlsson,SWE,FW,26-298,12,437,0,0.0,4,4,0.0
ITA-Serie A,Bologna,Jhon Lucumí,COL,DF,26-327,31,2524,29,70.0,32,18,25.0
ITA-Serie A,Bologna,Juan Miranda,ESP,DF,25-120,31,2277,18,42.4,21,18,23.0
ITA-Serie A,Bologna,Kacper Urbanski,POL,MF,20-254,7,247,2,66.7,5,4,2.0
ITA-Serie A,Bologna,Kacper Urbanski,POL,MF,20-254,8,500,2,66.7,5,4,2.0
ITA-Serie A,Bologna,Lewis Ferguson,SCO,MF,25-268,15,893,12,53.8,9,7,5.0
ITA-Serie A,Bologna,Lorenzo De Silvestri,ITA,DF,36-361,17,1015,6,43.8,12,8,10.0
ITA-Serie A,Bologna,Martin Erlic,CRO,DF,27-115,8,334,0,50.0,5,1,2.0
ITA-Serie A,Bologna,Michel Aebischer,SUI,MF,28-133,13,679,12,69.2,4,3,6.0
ITA-Serie A,Bologna,Nicolò Cambiaghi,ITA,FW,24-142,17,585,10,50.0,9,9,2.0
ITA-Serie A,Bologna,Nicolò Casale,ITA,DF,27-094,14,810,4,50.0,14,7,14.0
ITA-Serie A,Bologna,Nicolò Casale,ITA,DF,27-094,2,135,4,50.0,14,7,14.0
ITA-Serie A,Bologna,Nikola Moro,CRO,MF,27-068,22,1208,27,66.7,18,11,13.0
ITA-Serie A,Bologna,Remo Freuler,SUI,MF,33-034,36,3124,40,42.3,37,33,39.0
ITA-Serie A,Bologna,Riccardo Orsolini,ITA,FW,28-115,29,1788,12,40.0,25,25,8.0
ITA-Serie A,Bologna,Sam Beukema,NED,DF,26-183,35,3012,29,53.7,36,15,30.0
ITA-Serie A,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21-227,7,118,2,0.0,1,1,2.0
ITA-Serie A,Bologna,Santiago Castro,ARG,FW,20-232,35,2239,10,35.3,13,11,3.0
ITA-Serie A,Bologna,Stefan Posch,AUT,DF,28-005,4,342,15,60.0,19,15,5.0
ITA-Serie A,Bologna,Stefan Posch,AUT,DF,28-005,14,714,15,60.0,19,15,5.0
ITA-Serie A,Bologna,Thijs Dallinga,NED,FW,24-289,31,1154,5,100.0,10,9,1.0
ITA-Serie A,Bologna,Tommaso Pobega,ITA,MF,25-308,20,1133,19,72.4,15,11,13.0
ITA-Serie A,Bologna,Łukasz Skorupski,POL,GK,34-014,27,2364,0,33.3,0,0,0.0
ITA-Serie A,Cagliari,Adam Obert,SVK,DF,22-269,20,1060,17,57.7,19,12,23.0
ITA-Serie A,Cagliari,Alen Sherri,ALB,GK,27-155,6,540,0,50.0,0,0,0.0
ITA-Serie A,Cagliari,Alessandro Deiola,ITA,MF,29-291,28,1342,19,32.3,26,14,13.0
ITA-Serie A,Cagliari,Antoine Makoumbou,CGO,MF,26-305,32,2094,23,76.0,25,21,15.0
ITA-Serie A,Cagliari,Elia Caprile,ITA,GK,23-267,18,1620,0,0.0,0,0,0.0
ITA-Serie A,Cagliari,Elia Caprile,ITA,GK,23-267,4,325,0,0.0,0,0,0.0
ITA-Serie A,Cagliari,Florinel Coman,ROU,"FW,MF",27-039,9,263,3,100.0,2,2,1.0
ITA-Serie A,Cagliari,Gabriele Zappa,ITA,DF,25-148,36,2970,22,53.1,41,20,23.0
ITA-Serie A,Cagliari,Gianluca Gaetano,ITA,"MF,FW",25-014,28,1009,8,33.3,8,8,6.0
ITA-Serie A,Cagliari,Gianluca Lapadula,PER,"FW,MF",35-101,12,310,0,0.0,0,0,0.0
ITA-Serie A,Cagliari,José Luis Palomino,ARG,DF,35-134,17,1047,15,75.0,20,10,22.0
ITA-Serie A,Cagliari,Mateusz Wieteska,POL,DF,28-097,5,184,0,100.0,3,1,7.0
ITA-Serie A,Cagliari,Matteo Prati,ITA,MF,21-142,12,570,4,27.3,5,3,7.0
ITA-Serie A,Cagliari,Mattia Felici,ITA,"MF,FW",24-032,20,925,12,36.4,10,10,7.0
ITA-Serie A,Cagliari,Michel Ndary Adopo,FRA,MF,24-304,34,2319,32,50.0,20,15,27.0
ITA-Serie A,Cagliari,Nadir Zortea,ITA,"DF,MF",25-334,34,2657,14,38.9,10,10,18.0
ITA-Serie A,Cagliari,Nicolas Viola,ITA,"FW,MF",35-219,26,1211,7,10.0,4,4,3.0
ITA-Serie A,Cagliari,Paulo Azzi,BRA,DF,30-308,6,426,9,55.6,5,3,5.0
ITA-Serie A,Cagliari,Roberto Piccoli,ITA,FW,24-112,36,3037,9,25.0,12,8,3.0
ITA-Serie A,Cagliari,Răzvan Marin,ROU,MF,28-361,32,1372,13,52.0,6,6,2.0
ITA-Serie A,Cagliari,Sebastiano Luperto,ITA,DF,28-255,35,3150,25,63.0,27,14,33.0
ITA-Serie A,Cagliari,Simone Scuffet,ITA,GK,28-353,13,1170,0,0.0,0,0,0.0
ITA-Serie A,Cagliari,Simone Scuffet,ITA,GK,28-353,1,90,0,0.0,0,0,0.0
ITA-Serie A,Cagliari,Tommaso Augello,ITA,DF,30-262,37,2640,28,71.4,23,15,16.0
ITA-Serie A,Cagliari,Yerry Mina,COL,DF,30-238,30,2479,29,78.0,56,24,36.0
ITA-Serie A,Cagliari,Zito Luvumbo,ANG,"FW,MF",23-071,26,1606,6,31.6,5,5,4.0
ITA-Serie A,Como,Alberto Dossena,ITA,DF,26-218,23,1825,20,57.1,22,11,22.0
ITA-Serie A,Como,Alberto Moreno,ESP,DF,32-318,24,1727,11,46.2,12,9,14.0
ITA-Serie A,Como,Alessandro Gabrielloni,ITA,"FW,MF",30-313,15,142,0,0.0,0,0,0.0
ITA-Serie A,Como,Alessio Iovine,ITA,"DF,FW",34-107,9,377,2,40.0,7,6,3.0
ITA-Serie A,Como,Ali Jasim,IRQ,"FW,DF",21-119,2,10,0,100.0,0,0,0.0
ITA-Serie A,Como,Alieu Fadera,GAM,"FW,DF",23-197,28,1644,47,44.4,18,17,12.0
ITA-Serie A,Como,Anastasios Douvikas,GRE,FW,25-290,20,700,2,33.3,3,3,1.0
ITA-Serie A,Como,Anastasios Douvikas,GRE,FW,25-290,12,528,2,33.3,3,3,1.0
ITA-Serie A,Como,Andrea Belotti,ITA,FW,31-150,18,593,5,25.0,4,4,1.0
ITA-Serie A,Como,Assane Diao,SEN,"FW,MF",19-254,10,277,14,42.9,8,7,3.0
ITA-Serie A,Como,Assane Diao,SEN,"FW,MF",19-254,15,1252,14,42.9,8,7,3.0
ITA-Serie A,Como,Ben Lhassine Kone,CIV,MF,25-066,4,51,2,66.7,0,0,1.0
ITA-Serie A,Como,Edoardo Goldaniga,ITA,DF,31-198,32,2532,21,72.2,21,11,32.0
ITA-Serie A,Como,Emil Audero,IDN,GK,28-121,8,720,0,0.0,0,0,0.0
ITA-Serie A,Como,Federico Barba,ITA,DF,31-260,7,431,2,25.0,2,0,4.0
ITA-Serie A,Como,Fellipe Jack,BRA,DF,19-127,7,171,4,60.0,2,0,4.0
ITA-Serie A,Como,Gabriel Strefezza,BRA,"FW,MF",28-031,36,2529,39,38.9,24,22,13.0
ITA-Serie A,Como,Ignace Van Der Brempt,BEL,DF,23-048,19,1177,31,71.9,12,7,16.0
ITA-Serie A,Como,Ivan Smolčić,CRO,DF,24-275,8,540,9,75.0,8,6,10.0
ITA-Serie A,Como,Jean Butez,FRA,GK,29-345,18,1620,0,0.0,0,0,0.0
ITA-Serie A,Como,Jonathan Ikone,FRA,FW,27-017,12,530,9,54.5,5,4,0.0
ITA-Serie A,Como,Jonathan Ikone,FRA,FW,27-017,14,334,9,54.5,5,4,0.0
ITA-Serie A,Como,Luca Mazzitelli,ITA,MF,29-185,11,335,6,71.4,5,3,3.0
ITA-Serie A,Como,Lucas Da Cunha,FRA,MF,23-344,35,2523,21,52.9,17,14,16.0
ITA-Serie A,Como,Marc-Oliver Kempf,GER,DF,30-111,31,2615,20,54.2,34,9,33.0
ITA-Serie A,Como,Marco Sala,ITA,DF,25-349,8,261,6,62.5,2,2,1.0
ITA-Serie A,Como,Marco Sala,ITA,DF,25-349,2,72,6,62.5,2,2,1.0
ITA-Serie A,Como,Matthias Braunöder,AUT,MF,23-053,8,268,4,63.6,3,3,2.0
ITA-Serie A,Como,Maxence Caqueret,FRA,MF,25-093,9,573,19,51.4,15,14,6.0
ITA-Serie A,Como,Maxence Caqueret,FRA,MF,25-093,17,1043,19,51.4,15,14,6.0
ITA-Serie A,Como,Máximo Perrone,ARG,MF,22-132,25,1805,27,32.4,14,13,20.0
ITA-Serie A,Como,Mërgim Vojvoda,KVX,DF,30-107,10,627,5,75.0,6,2,3.0
ITA-Serie A,Como,Mërgim Vojvoda,KVX,DF,30-107,17,1105,5,75.0,6,2,3.0
ITA-Serie A,Como,Nicolás Paz,ARG,"MF,FW",20-253,34,2607,33,48.0,48,45,20.0
ITA-Serie A,Como,Patrick Cutrone,ITA,FW,27-136,32,2009,11,50.0,11,11,5.0
ITA-Serie A,Como,Pepe Reina,ESP,GK,42-261,11,990,0,0.0,0,0,0.0
ITA-Serie A,Como,Sergi Roberto,ESP,MF,33-101,13,696,8,71.4,7,6,9.0
ITA-Serie A,Como,Simone Verdi,ITA,"MF,FW",32-311,9,115,2,0.0,2,2,0.0
ITA-Serie A,Como,Yannik Engelhardt,GER,"MF,DF",24-101,25,1126,11,57.7,12,7,11.0
ITA-Serie A,Como,Álex Valle,ESP,DF,21-024,14,940,12,73.7,12,10,7.0
ITA-Serie A,Empoli,Alberto Grassi,ITA,MF,30-073,27,2113,21,66.7,22,10,32.0
ITA-Serie A,Empoli,Ardian Ismajli,ALB,DF,28-231,28,2418,22,82.4,33,10,55.0
ITA-Serie A,Empoli,Christian Kouamé,CIV,"FW,MF",27-164,8,507,4,50.0,4,2,0.0
ITA-Serie A,Empoli,Christian Kouamé,CIV,"FW,MF",27-164,18,622,4,50.0,4,2,0.0
ITA-Serie A,Empoli,Emmanuel Ekong,SWE,"MF,FW",22-328,15,186,3,100.0,2,1,1.0
ITA-Serie A,Empoli,Emmanuel Gyasi,GHA,"DF,FW",31-128,36,3144,29,63.2,26,17,11.0
ITA-Serie A,Empoli,Faustino Anjorin,ENG,MF,23-177,21,1083,12,50.0,18,15,12.0
ITA-Serie A,Empoli,Giuseppe Pezzella,ITA,"DF,FW",27-171,34,2788,30,50.0,31,23,15.0
ITA-Serie A,Empoli,Ismael Konate,CIV,"FW,MF",19-051,11,107,2,66.7,3,1,0.0
ITA-Serie A,Empoli,Jacopo Bacci,ITA,MF,19-334,3,31,0,100.0,0,0,1.0
ITA-Serie A,Empoli,Jacopo Fazzini,ITA,MF,22-064,19,1293,19,56.5,13,12,6.0
ITA-Serie A,Empoli,Junior Sambia,FRA,"DF,FW",28-254,16,378,9,100.0,3,3,2.0
ITA-Serie A,Empoli,Liam Henderson,SCO,MF,29-024,35,2278,21,41.2,19,14,15.0
ITA-Serie A,Empoli,Liberato Cacace,NZL,"DF,MF",24-234,32,2171,25,71.0,26,17,22.0
ITA-Serie A,Empoli,Lorenzo Colombo,ITA,"FW,MF",23-072,36,2202,14,33.3,33,31,2.0
ITA-Serie A,Empoli,Luca Marianucci,ITA,DF,20-300,18,1069,12,57.9,16,8,19.0
ITA-Serie A,Empoli,Marco Silvestri,ITA,GK,34-078,5,450,0,0.0,0,0,0.0
ITA-Serie A,Empoli,Mattia De Sciglio,ITA,DF,32-211,16,769,13,82.4,10,7,8.0
ITA-Serie A,Empoli,Mattia Viti,ITA,DF,23-115,29,2482,45,66.7,40,22,48.0
ITA-Serie A,Empoli,Nicolas Haas,SUI,MF,29-116,10,287,8,55.6,2,1,4.0
ITA-Serie A,Empoli,Ola Solbakken,NOR,"MF,FW",26-254,20,743,4,50.0,0,0,2.0
ITA-Serie A,Empoli,Pietro Pellegri,ITA,FW,24-063,11,414,2,50.0,2,2,0.0
ITA-Serie A,Empoli,Saba Goglichidze,GEO,DF,20-328,32,2458,37,50.0,35,19,33.0
ITA-Serie A,Empoli,Sebastian Walukiewicz,POL,DF,25-044,2,180,0,0.0,3,0,1.0
ITA-Serie A,Empoli,Sebastian Walukiewicz,POL,DF,25-044,28,1642,0,0.0,3,0,1.0
ITA-Serie A,Empoli,Sebastiano Esposito,ITA,"FW,MF",22-321,32,2250,29,51.4,20,18,12.0
ITA-Serie A,Empoli,Szymon Żurkowski,POL,MF,27-236,5,106,4,100.0,3,3,1.0
ITA-Serie A,Empoli,Thomas Campaniello,ITA,FW,17-079,3,25,0,0.0,0,0,0.0
ITA-Serie A,Empoli,Tyronne Ebuehi,NGA,"DF,MF",29-154,4,74,2,100.0,1,1,2.0
ITA-Serie A,Empoli,Viktor Kovalenko,UKR,MF,29-094,6,77,1,0.0,0,0,0.0
ITA-Serie A,Empoli,Youssef Maleh,MAR,MF,26-270,22,1510,23,50.0,25,19,16.0
ITA-Serie A,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27-338,23,1253,5,41.2,5,5,6.0
ITA-Serie A,Fiorentina,Alessandro Bianco,ITA,MF,22-230,1,18,0,0.0,0,0,0.0
ITA-Serie A,Fiorentina,Alessandro Bianco,ITA,MF,22-230,33,2510,0,0.0,0,0,0.0
ITA-Serie A,Fiorentina,Amir Richardson,MAR,MF,23-115,26,1029,11,45.0,12,11,5.0
