Unnamed: 0_nan_league,Unnamed: 2_nan_team,Unnamed: 3_nan_player,nation_nan_nan,pos_nan_nan,age_nan_nan,Playing Time_MP_nan,Playing Time.2_Min_nan,Tackles.1_TklW_nan,Challenges.2_Tkl%_nan,Blocks_Blocks_nan,Blocks.2_Pass_nan,Int_nan_nan
ENG-Premier League,Arsenal,Bukayo Saka,ENG,"FW,MF",23-256,24,1701,15,52.2,22,22,3.0
ENG-Premier League,Arsenal,David Raya,ESP,GK,29-246,37,3330,0,0.0,0,0,2.0
ENG-Premier League,Arsenal,Declan Rice,ENG,MF,26-125,34,2735,25,43.6,25,13,25.0
ENG-Premier League,Arsenal,Ethan Nwaneri,ENG,"FW,MF",18-059,25,821,7,38.9,8,6,2.0
ENG-Premier League,Arsenal,Gabriel Jesus,BRA,FW,28-046,17,608,6,44.4,10,9,4.0
ENG-Premier League,Arsenal,Gabriel Magalhães,BRA,DF,27-151,28,2363,15,75.0,42,13,16.0
ENG-Premier League,Arsenal,Gabriel Martinelli,BRA,"FW,MF",23-335,32,2221,15,30.4,14,14,5.0
ENG-Premier League,Arsenal,Jakub Kiwior,POL,DF,25-093,16,1032,8,78.6,11,4,6.0
ENG-Premier League,Arsenal,Jorginho,ITA,MF,33-150,15,704,4,40.0,3,3,7.0
ENG-Premier League,Arsenal,Jurriën Timber,NED,DF,23-336,30,2417,38,66.7,19,15,22.0
ENG-Premier League,Arsenal,Kai Havertz,GER,"FW,MF",25-342,22,1854,9,26.7,23,19,6.0
ENG-Premier League,Arsenal,Kieran Tierney,SCO,"DF,FW",27-348,12,197,5,66.7,0,0,2.0
ENG-Premier League,Arsenal,Leandro Trossard,BEL,FW,30-166,37,2518,20,35.3,32,32,9.0
ENG-Premier League,Arsenal,Martin Ødegaard,NOR,MF,26-153,29,2309,11,16.7,5,5,6.0
ENG-Premier League,Arsenal,Mikel Merino,ESP,"MF,FW",28-331,27,1496,26,54.5,18,13,15.0
ENG-Premier League,Arsenal,Myles Lewis-Skelly,ENG,DF,18-235,22,1348,14,90.9,3,2,7.0
ENG-Premier League,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",28-155,14,458,1,28.6,6,5,4.0
ENG-Premier League,Arsenal,Raheem Sterling,ENG,"FW,MF",30-162,16,437,4,50.0,3,3,1.0
ENG-Premier League,Arsenal,Reiss Nelson,ENG,FW,25-160,1,3,0,0.0,0,0,0.0
ENG-Premier League,Arsenal,Reiss Nelson,ENG,FW,25-160,11,487,0,0.0,0,0,0.0
ENG-Premier League,Arsenal,Riccardo Calafiori,ITA,DF,23-000,19,983,19,62.1,12,6,9.0
ENG-Premier League,Arsenal,Thomas Partey,GHA,"MF,DF",31-340,34,2707,53,60.8,28,20,35.0
ENG-Premier League,Arsenal,William Saliba,FRA,DF,24-056,35,3039,37,75.0,25,10,21.0
ENG-Premier League,Aston Villa,Amadou Onana,BEL,MF,23-276,25,1555,28,53.6,15,8,26.0
ENG-Premier League,Aston Villa,Andrés García,ESP,"DF,MF",22-101,7,318,5,50.0,2,2,2.0
ENG-Premier League,Aston Villa,Axel Disasi,FRA,DF,27-069,7,490,5,42.9,4,3,5.0
ENG-Premier League,Aston Villa,Axel Disasi,FRA,DF,27-069,6,364,5,42.9,4,3,5.0
ENG-Premier League,Aston Villa,Boubacar Kamara,FRA,MF,25-177,25,1643,21,51.8,18,11,19.0
ENG-Premier League,Aston Villa,Diego Carlos,BRA,DF,32-065,10,830,3,66.7,13,6,5.0
ENG-Premier League,Aston Villa,Donyell Malen,NED,FW,26-130,13,298,4,25.0,2,2,0.0
ENG-Premier League,Aston Villa,Donyell Malen,NED,FW,26-130,14,614,4,25.0,2,2,0.0
ENG-Premier League,Aston Villa,Emi Buendía,ARG,"MF,FW",28-145,12,98,6,0.0,5,4,0.0
ENG-Premier League,Aston Villa,Emi Buendía,ARG,"MF,FW",28-145,11,257,6,0.0,5,4,0.0
ENG-Premier League,Aston Villa,Emiliano Martínez,ARG,GK,32-259,36,3150,3,100.0,1,1,0.0
ENG-Premier League,Aston Villa,Ezri Konsa,ENG,DF,27-208,33,2846,18,80.0,18,8,22.0
ENG-Premier League,Aston Villa,Ian Maatsen,NED,DF,23-070,28,1049,17,70.8,13,13,15.0
ENG-Premier League,Aston Villa,Jacob Ramsey,ENG,"FW,MF",23-356,28,1595,15,50.0,23,19,8.0
ENG-Premier League,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",23-100,11,332,5,66.7,5,5,3.0
ENG-Premier League,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",23-100,10,474,5,66.7,5,5,3.0
ENG-Premier League,Aston Villa,John McGinn,SCO,"MF,FW",30-213,33,2162,24,41.9,22,20,14.0
ENG-Premier League,Aston Villa,Jáder Durán,COL,FW,21-157,20,638,7,25.0,5,5,0.0
ENG-Premier League,Aston Villa,Kosta Nedeljković,SRB,DF,19-154,5,126,5,66.7,1,1,0.0
ENG-Premier League,Aston Villa,Kosta Nedeljković,SRB,DF,19-154,10,479,5,66.7,1,1,0.0
ENG-Premier League,Aston Villa,Lamare Bogarde,NED,"DF,MF",21-134,8,476,6,62.5,5,2,1.0
ENG-Premier League,Aston Villa,Leon Bailey,JAM,"FW,MF",27-283,24,1139,5,27.3,6,6,3.0
ENG-Premier League,Aston Villa,Lucas Digne,FRA,DF,31-303,32,2351,38,66.7,23,19,25.0
ENG-Premier League,Aston Villa,Marco Asensio,ESP,MF,29-118,12,699,5,33.3,7,6,2.0
ENG-Premier League,Aston Villa,Marco Asensio,ESP,MF,29-118,12,618,5,33.3,7,6,2.0
ENG-Premier League,Aston Villa,Marcus Rashford,ENG,FW,27-200,10,444,7,66.7,2,2,1.0
ENG-Premier League,Aston Villa,Marcus Rashford,ENG,FW,27-200,15,978,7,66.7,2,2,1.0
ENG-Premier League,Aston Villa,Matty Cash,POL,DF,27-285,26,1980,30,69.2,21,13,22.0
ENG-Premier League,Aston Villa,Morgan Rogers,ENG,"FW,MF",22-297,36,3031,22,50.0,26,19,5.0
ENG-Premier League,Aston Villa,Ollie Watkins,ENG,FW,29-140,37,2508,7,27.3,11,8,8.0
ENG-Premier League,Aston Villa,Pau Torres,ESP,DF,28-123,23,1930,15,58.8,14,4,9.0
ENG-Premier League,Aston Villa,Robin Olsen,SWE,GK,35-131,3,180,0,100.0,0,0,0.0
ENG-Premier League,Aston Villa,Ross Barkley,ENG,MF,31-165,19,574,3,64.3,9,6,10.0
ENG-Premier League,Aston Villa,Tyrone Mings,ENG,DF,32-067,14,1120,6,100.0,13,2,7.0
ENG-Premier League,Aston Villa,Youri Tielemans,BEL,MF,28-012,35,2997,57,54.8,37,21,22.0
ENG-Premier League,Bournemouth,Adam Smith,ENG,DF,34-020,23,1478,10,48.0,12,7,14.0
ENG-Premier League,Bournemouth,Alex Scott,ENG,MF,21-271,19,754,14,45.2,17,13,10.0
ENG-Premier League,Bournemouth,Antoine Semenyo,GHA,FW,25-132,35,3023,34,38.1,61,53,10.0
ENG-Premier League,Bournemouth,Ben Winterburn,ENG,"FW,MF",20-257,3,23,0,0.0,0,0,2.0
ENG-Premier League,Bournemouth,Dango Ouattara,BFA,FW,23-097,32,2005,26,41.5,36,26,11.0
ENG-Premier League,Bournemouth,Daniel Jebbison,ENG,FW,21-279,14,83,2,60.0,2,1,1.0
ENG-Premier League,Bournemouth,David Brooks,WAL,"FW,MF",27-315,27,853,5,7.1,16,14,5.0
ENG-Premier League,Bournemouth,Dean Huijsen,ESP,DF,20-035,30,2324,26,64.3,36,8,50.0
ENG-Premier League,Bournemouth,Enes Ünal,TUR,"FW,MF",28-009,17,345,0,0.0,1,1,0.0
ENG-Premier League,Bournemouth,Evanilson,BRA,FW,25-225,29,2148,10,66.7,11,9,0.0
ENG-Premier League,Bournemouth,Illia Zabarnyi,UKR,DF,22-260,34,2929,33,68.1,33,13,39.0
ENG-Premier League,Bournemouth,James Hill,ENG,DF,23-129,10,448,8,27.3,5,5,9.0
ENG-Premier League,Bournemouth,Julian Araujo,MEX,DF,23-279,11,429,3,41.7,3,3,6.0
ENG-Premier League,Bournemouth,Julio Soler,ARG,FW,20-092,1,2,1,100.0,1,1,0.0
ENG-Premier League,Bournemouth,Justin Kluivert,NED,"MF,FW",26-014,32,2206,9,19.0,24,24,13.0
ENG-Premier League,Bournemouth,Kepa Arrizabalaga,ESP,GK,30-228,29,2610,0,0.0,1,1,0.0
ENG-Premier League,Bournemouth,Lewis Cook,ENG,"MF,DF",28-105,35,2906,42,55.2,30,19,40.0
ENG-Premier League,Bournemouth,Luis Sinisterra,COL,"FW,MF",25-336,12,236,2,0.0,3,3,1.0
ENG-Premier League,Bournemouth,Marcos Senesi,ARG,DF,28-009,16,1029,21,46.7,15,8,11.0
ENG-Premier League,Bournemouth,Marcus Tavernier,ENG,"FW,MF",26-058,27,1760,24,38.5,16,13,5.0
ENG-Premier League,Bournemouth,Max Aarons,ENG,DF,25-135,3,86,2,100.0,3,2,1.0
ENG-Premier League,Bournemouth,Max Aarons,ENG,DF,25-135,4,120,2,100.0,3,2,1.0
ENG-Premier League,Bournemouth,Milos Kerkez,HUN,DF,21-193,36,3164,26,63.2,36,25,44.0
ENG-Premier League,Bournemouth,Philip Billing,DEN,MF,28-342,10,184,5,75.0,3,3,5.0
ENG-Premier League,Bournemouth,Philip Billing,DEN,MF,28-342,9,191,5,75.0,3,3,5.0
ENG-Premier League,Bournemouth,Ryan Christie,SCO,MF,30-086,29,2117,33,42.2,44,33,30.0
ENG-Premier League,Bournemouth,Tyler Adams,USA,MF,26-094,26,1785,48,52.9,33,23,32.0
ENG-Premier League,Bournemouth,Zain Silcott-Duberry,MSR,FW,19-314,1,1,1,100.0,0,0,0.0
ENG-Premier League,Brentford,Ben Mee,ENG,DF,35-240,7,183,2,100.0,3,0,4.0
ENG-Premier League,Brentford,Bryan Mbeumo,CMR,FW,25-285,37,3324,29,56.3,24,21,14.0
ENG-Premier League,Brentford,Christian Nørgaard,DEN,MF,31-070,33,2729,46,60.8,52,32,48.0
ENG-Premier League,Brentford,Edmond-Paris Maghoma,ENG,"MF,FW",24-011,8,119,1,33.3,2,0,1.0
ENG-Premier League,Brentford,Ethan Pinnock,JAM,DF,31-355,22,1913,19,54.2,29,11,24.0
ENG-Premier League,Brentford,Fabio Carvalho,POR,"FW,MF",22-262,19,455,9,46.2,6,5,3.0
ENG-Premier League,Brentford,Gustavo Nunes,BRA,"FW,MF",19-180,3,12,2,100.0,0,0,0.0
ENG-Premier League,Brentford,Keane Lewis-Potter,ENG,"DF,FW",24-086,37,3003,26,60.9,27,17,19.0
ENG-Premier League,Brentford,Kevin Schade,GER,FW,23-173,37,2214,23,57.1,19,15,5.0
ENG-Premier League,Brentford,Kristoffer Ajer,NOR,DF,27-032,23,1433,18,51.9,17,13,12.0
ENG-Premier League,Brentford,Mads Roerslev,DEN,DF,25-329,19,1101,8,39.3,12,7,4.0
ENG-Premier League,Brentford,Mads Roerslev,DEN,DF,25-329,7,298,8,39.3,12,7,4.0
ENG-Premier League,Brentford,Mark Flekken,NED,GK,31-340,36,3185,4,33.3,2,2,0.0
ENG-Premier League,Brentford,Mathias Jensen,DEN,MF,29-138,23,851,10,50.0,13,9,8.0
ENG-Premier League,Brentford,Michael Kayode,ITA,DF,20-313,11,443,10,69.2,3,3,5.0
ENG-Premier League,Brentford,Michael Kayode,ITA,DF,20-313,5,127,10,69.2,3,3,5.0
ENG-Premier League,Brentford,Mikkel Damsgaard,DEN,"MF,FW",24-320,37,2832,44,39.0,39,37,26.0
ENG-Premier League,Brentford,Nathan Collins,IRL,DF,24-019,37,3330,23,62.9,76,20,34.0
ENG-Premier League,Brentford,Rico Henry,ENG,DF,27-315,5,99,2,0.0,4,3,1.0
ENG-Premier League,Brentford,Sepp van den Berg,NED,DF,23-150,30,2496,23,66.7,51,14,21.0
ENG-Premier League,Brentford,Thiago,BRA,"FW,MF",23-327,7,164,3,0.0,3,3,2.0
ENG-Premier League,Brentford,Vitaly Janelt,GER,MF,27-009,32,2254,22,58.3,33,24,27.0
ENG-Premier League,Brentford,Yehor Yarmoliuk,UKR,MF,21-079,30,1360,26,52.9,25,17,13.0
ENG-Premier League,Brentford,Yoane Wissa,COD,FW,28-258,34,2829,12,40.7,29,21,8.0
ENG-Premier League,Brentford,Yunus Emre Konak,TUR,"FW,MF",19-129,10,42,4,50.0,2,2,0.0
ENG-Premier League,Brighton,Adam Webster,ENG,DF,30-135,12,707,6,41.7,12,3,18.0
ENG-Premier League,Brighton,Bart Verbruggen,NED,GK,22-274,34,3060,0,0.0,1,1,0.0
ENG-Premier League,Brighton,Billy Gilmour,SCO,MF,23-342,2,98,3,75.0,1,1,0.0
ENG-Premier League,Brighton,Billy Gilmour,SCO,MF,23-342,25,1087,3,75.0,1,1,0.0
ENG-Premier League,Brighton,Brajan Gruda,GER,"MF,FW",20-353,19,540,6,50.0,8,8,2.0
ENG-Premier League,Brighton,Carlos Baleba,CMR,MF,21-136,32,2481,42,60.5,44,34,43.0
ENG-Premier League,Brighton,Danny Welbeck,ENG,FW,34-174,29,2032,15,36.8,18,15,5.0
ENG-Premier League,Brighton,Diego Gómez,PAR,MF,22-053,14,453,10,47.4,12,12,7.0
ENG-Premier League,Brighton,Eiran Cashin,IRL,DF,23-191,2,20,0,0.0,0,0,0.0
ENG-Premier League,Brighton,Evan Ferguson,IRL,FW,20-212,13,246,3,40.0,3,2,0.0
ENG-Premier League,Brighton,Evan Ferguson,IRL,FW,20-212,8,156,3,40.0,3,2,0.0
ENG-Premier League,Brighton,Ferdi Kadioglu,TUR,"DF,MF",25-224,6,385,6,40.0,2,0,8.0
ENG-Premier League,Brighton,Georginio Rutter,FRA,"MF,FW",23-029,28,1656,15,38.9,20,17,10.0
ENG-Premier League,Brighton,Igor,BRA,DF,27-101,12,903,4,40.0,23,9,4.0
ENG-Premier League,Brighton,Jack Hinshelwood,ENG,"DF,MF",20-038,24,1745,18,40.7,8,5,15.0
ENG-Premier League,Brighton,Jakub Moder,POL,MF,26-042,4,11,0,0.0,0,0,0.0
ENG-Premier League,Brighton,James Milner,ENG,MF,39-135,3,169,2,100.0,4,2,2.0
ENG-Premier League,Brighton,Jan Paul van Hecke,NED,DF,24-345,32,2778,27,53.8,33,14,23.0
ENG-Premier League,Brighton,João Pedro,BRA,"FW,MF",23-235,27,1948,12,36.4,12,12,9.0
ENG-Premier League,Brighton,Joël Veltman,NED,DF,33-124,20,1665,28,58.8,22,15,18.0
ENG-Premier League,Brighton,Julio Enciso,PAR,"MF,FW",21-116,12,294,0,0.0,2,2,0.0
ENG-Premier League,Brighton,Julio Enciso,PAR,"MF,FW",21-116,13,869,0,0.0,2,2,0.0
ENG-Premier League,Brighton,Kaoru Mitoma,JPN,"FW,MF",27-364,34,2532,26,39.6,48,45,13.0
ENG-Premier League,Brighton,Lewis Dunk,ENG,DF,33-179,25,2083,10,57.9,28,10,13.0
ENG-Premier League,Brighton,Mats Wieffer,NED,"MF,DF",25-184,23,835,27,68.4,15,14,14.0
ENG-Premier League,Brighton,Matt O'Riley,DEN,MF,24-179,19,905,9,30.8,7,4,13.0
ENG-Premier League,Brighton,Pervis Estupiñán,ECU,DF,27-118,29,2312,40,68.1,17,14,36.0
ENG-Premier League,Brighton,Simon Adingra,CIV,"FW,MF",23-138,27,988,14,41.7,12,12,8.0
ENG-Premier League,Brighton,Solly March,ENG,"FW,MF",30-303,8,168,3,62.5,3,3,2.0
ENG-Premier League,Brighton,Tariq Lamptey,GHA,DF,24-231,15,860,11,36.0,15,8,7.0
ENG-Premier League,Brighton,Yankuba Minteh,GAM,"FW,MF",20-301,30,1666,34,37.8,21,21,11.0
ENG-Premier League,Brighton,Yasin Ayari,SWE,MF,21-225,32,1848,31,43.4,23,17,20.0
ENG-Premier League,Chelsea,Axel Disasi,FRA,DF,27-069,7,490,4,54.5,4,3,2.0
ENG-Premier League,Chelsea,Axel Disasi,FRA,DF,27-069,6,364,4,54.5,4,3,2.0
ENG-Premier League,Chelsea,Benoît Badiashile,FRA,DF,24-054,5,334,6,80.0,2,0,6.0
ENG-Premier League,Chelsea,Christopher Nkunku,FRA,FW,27-186,27,921,8,75.0,9,7,7.0
ENG-Premier League,Chelsea,Cole Palmer,ENG,MF,23-013,36,3101,18,41.7,16,15,11.0
ENG-Premier League,Chelsea,Enzo Fernández,ARG,MF,24-122,35,2857,33,36.9,42,35,13.0
ENG-Premier League,Chelsea,Jadon Sancho,ENG,FW,25-055,30,1703,7,41.7,10,10,2.0
ENG-Premier League,Chelsea,Joshua Acheampong,ENG,DF,19-014,4,170,1,100.0,1,1,1.0
ENG-Premier League,Chelsea,João Félix,POR,"FW,MF",25-190,12,369,3,55.6,2,2,3.0
ENG-Premier League,Chelsea,João Félix,POR,"FW,MF",25-190,14,681,3,55.6,2,2,3.0
ENG-Premier League,Chelsea,Kiernan Dewsbury-Hall,ENG,"MF,FW",26-255,12,259,5,66.7,2,2,1.0
ENG-Premier League,Chelsea,Levi Colwill,ENG,DF,22-082,34,3059,34,66.7,37,12,32.0
ENG-Premier League,Chelsea,Malo Gusto,FRA,DF,22-000,31,1849,29,52.1,29,21,24.0
ENG-Premier League,Chelsea,Marc Cucurella,ESP,DF,26-301,35,2898,42,50.9,47,32,28.0
ENG-Premier League,Chelsea,Marc Guiu,ESP,FW,19-135,3,73,1,100.0,0,0,0.0
ENG-Premier League,Chelsea,Moisés Caicedo,ECU,"MF,DF",23-198,37,3261,70,62.4,48,38,49.0
ENG-Premier League,Chelsea,Nicolas Jackson,SEN,FW,23-333,30,2220,13,50.0,15,13,3.0
ENG-Premier League,Chelsea,Noni Madueke,ENG,FW,23-070,31,1948,16,35.1,17,17,9.0
ENG-Premier League,Chelsea,Pedro Neto,POR,FW,25-071,34,2192,9,42.9,14,12,9.0
ENG-Premier League,Chelsea,Reece James,ENG,"DF,MF",25-162,18,973,9,33.3,12,8,13.0
ENG-Premier League,Chelsea,Renato Veiga,POR,"DF,MF",21-294,7,181,6,33.3,3,2,1.0
ENG-Premier League,Chelsea,Renato Veiga,POR,"DF,MF",21-294,12,1048,6,33.3,3,2,1.0
ENG-Premier League,Chelsea,Robert Sánchez,ESP,GK,27-182,31,2790,0,0.0,0,0,2.0
ENG-Premier League,Chelsea,Roméo Lavia,BEL,MF,21-133,15,768,13,47.6,6,6,16.0
ENG-Premier League,Chelsea,Tosin Adarabioyo,ENG,DF,27-237,21,1319,13,66.7,9,2,10.0
ENG-Premier League,Chelsea,Trevoh Chalobah,ENG,DF,25-318,13,910,7,87.5,6,3,10.0
ENG-Premier League,Chelsea,Trevoh Chalobah,ENG,DF,25-318,12,1060,7,87.5,6,3,10.0
ENG-Premier League,Chelsea,Tyrique George,ENG,FW,19-104,8,183,0,66.7,1,1,2.0
ENG-Premier League,Chelsea,Wesley Fofana,FRA,DF,24-153,14,1172,12,42.9,14,5,14.0
ENG-Premier League,Crystal Palace,Adam Wharton,ENG,MF,20-351,20,1318,14,38.6,11,9,20.0
ENG-Premier League,Crystal Palace,Ben Chilwell,ENG,DF,28-149,7,169,5,0.0,4,2,4.0
ENG-Premier League,Crystal Palace,Caleb Kporha,ENG,DF,18-308,2,13,1,100.0,0,0,0.0
ENG-Premier League,Crystal Palace,Chadi Riad,MAR,DF,21-336,1,90,2,66.7,0,0,2.0
ENG-Premier League,Crystal Palace,Cheick Doucouré,MLI,MF,25-131,13,452,8,45.5,4,4,11.0
ENG-Premier League,Crystal Palace,Chris Richards,USA,DF,25-052,22,1742,28,59.0,37,24,19.0
ENG-Premier League,Crystal Palace,Daichi Kamada,JPN,MF,28-287,32,1454,28,35.9,22,17,16.0
ENG-Premier League,Crystal Palace,Daniel Muñoz,COL,DF,28-358,35,3048,75,56.5,37,33,41.0
ENG-Premier League,Crystal Palace,Dean Henderson,ENG,GK,28-068,36,3240,1,33.3,0,0,0.0
ENG-Premier League,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26-324,32,2517,22,47.2,27,27,11.0
ENG-Premier League,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25-354,27,925,7,50.0,10,9,2.0
ENG-Premier League,Crystal Palace,Ismaila Sarr,SEN,MF,27-083,36,2559,10,30.4,25,17,9.0
ENG-Premier League,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27-325,35,2577,12,18.8,18,14,2.0
ENG-Premier League,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30-206,31,2094,16,54.3,35,19,37.0
ENG-Premier League,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32-147,12,103,0,0.0,6,6,0.0
ENG-Premier League,Crystal Palace,Joachim Andersen,DEN,DF,28-353,1,90,1,50.0,0,0,0.0
ENG-Premier League,Crystal Palace,Joachim Andersen,DEN,DF,28-353,28,2493,1,50.0,0,0,0.0
ENG-Premier League,Crystal Palace,Justin Devenny,NIR,MF,21-220,21,433,9,50.0,3,3,0.0
ENG-Premier League,Crystal Palace,Marc Guéhi,ENG,DF,24-310,34,3059,34,66.0,55,32,28.0
ENG-Premier League,Crystal Palace,Maxence Lacroix,FRA,DF,25-043,33,2936,40,68.1,44,25,52.0
ENG-Premier League,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",34-044,13,483,8,54.5,4,2,3.0
ENG-Premier League,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27-123,2,115,0,0.0,1,1,0.0
ENG-Premier League,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27-123,4,29,0,0.0,1,1,0.0
ENG-Premier League,Crystal Palace,Romain Esse,ENG,MF,20-006,5,47,2,100.0,1,1,1.0
ENG-Premier League,Crystal Palace,Trevoh Chalobah,ENG,DF,25-318,13,910,16,52.2,19,10,19.0
ENG-Premier League,Crystal Palace,Trevoh Chalobah,ENG,DF,25-318,12,1060,16,52.2,19,10,19.0
ENG-Premier League,Crystal Palace,Tyrick Mitchell,ENG,DF,25-260,36,3002,54,53.5,63,51,14.0
ENG-Premier League,Crystal Palace,Will Hughes,ENG,MF,30-032,31,1985,33,45.8,31,17,21.0
ENG-Premier League,Everton,Abdoulaye Doucouré,MLI,MF,32-138,32,2549,28,32.6,31,25,10.0
ENG-Premier League,Everton,Ashley Young,ENG,DF,39-314,31,1785,31,60.0,14,10,24.0
ENG-Premier League,Everton,Beto,GNB,FW,27-108,29,1447,6,62.5,11,10,4.0
ENG-Premier League,Everton,Carlos Alcaraz,ARG,"FW,MF",22-170,14,689,5,33.3,7,6,4.0
ENG-Premier League,Everton,Carlos Alcaraz,ARG,"FW,MF",22-170,1,10,5,33.3,7,6,4.0
ENG-Premier League,Everton,Dominic Calvert-Lewin,ENG,FW,28-064,25,1605,7,33.3,7,5,7.0
ENG-Premier League,Everton,Dwight McNeil,ENG,"MF,FW",25-178,20,1356,7,42.9,7,7,6.0
ENG-Premier League,Everton,Harrison Armstrong,ENG,MF,18-120,3,48,0,0.0,0,0,0.0
ENG-Premier League,Everton,Idrissa Gana Gueye,SEN,MF,35-235,36,2973,80,58.6,48,39,45.0
ENG-Premier League,Everton,Iliman Ndiaye,SEN,FW,25-074,32,2356,26,43.8,29,24,17.0
ENG-Premier League,Everton,Jack Harrison,ENG,FW,28-180,33,1986,22,34.9,18,16,9.0
ENG-Premier League,Everton,Jake O'Brien,IRL,DF,24-004,19,1481,16,66.7,17,13,4.0
ENG-Premier League,Everton,James Garner,ENG,"MF,DF",24-067,20,1504,29,55.3,20,16,21.0
ENG-Premier League,Everton,James Tarkowski,ENG,DF,32-181,33,2922,40,61.5,57,15,41.0
ENG-Premier League,Everton,Jarrad Branthwaite,ENG,DF,22-326,30,2511,20,71.4,31,8,27.0
ENG-Premier League,Everton,Jesper Lindstrøm,DEN,FW,25-079,25,1239,25,34.5,15,12,12.0
ENG-Premier League,Everton,Jordan Pickford,ENG,GK,31-073,37,3330,0,50.0,0,0,1.0
ENG-Premier League,Everton,Michael Keane,ENG,DF,32-128,13,959,9,53.3,12,4,15.0
ENG-Premier League,Everton,Nathan Patterson,SCO,DF,23-215,10,347,6,50.0,2,2,2.0
ENG-Premier League,Everton,Orel Mangala,BEL,MF,27-062,19,1261,8,62.5,8,5,21.0
ENG-Premier League,Everton,Orel Mangala,BEL,MF,27-062,1,67,8,62.5,8,5,21.0
ENG-Premier League,Everton,Roman Dixon,ENG,DF,20-144,1,90,5,100.0,1,1,1.0
ENG-Premier League,Everton,Séamus Coleman,IRL,DF,36-220,5,215,2,75.0,5,2,1.0
ENG-Premier League,Everton,Tim Iroegbunam,ENG,MF,21-323,18,574,14,60.9,18,14,16.0
ENG-Premier League,Everton,Vitaliy Mykolenko,UKR,DF,25-355,34,2992,38,51.8,25,15,42.0
ENG-Premier League,Everton,Youssef Chermiti,POR,"FW,MF",20-360,4,45,0,0.0,0,0,0.0
ENG-Premier League,Fulham,Adama Traoré,ESP,"FW,MF",29-114,35,1699,13,38.5,7,7,1.0
ENG-Premier League,Fulham,Alex Iwobi,NGA,"FW,MF",29-016,37,2951,24,63.6,26,25,13.0
ENG-Premier League,Fulham,Andreas Pereira,BRA,MF,29-138,32,1953,13,24.4,16,14,8.0
ENG-Premier League,Fulham,Antonee Robinson,USA,DF,27-284,35,3077,61,48.4,39,32,60.0
ENG-Premier League,Fulham,Bernd Leno,GER,GK,33-076,37,3330,2,100.0,1,1,0.0
ENG-Premier League,Fulham,Calvin Bassey,NGA,DF,25-139,35,3074,34,71.0,40,23,20.0
ENG-Premier League,Fulham,Carlos Vinícius,BRA,"MF,FW",30-055,3,16,0,0.0,1,1,0.0
ENG-Premier League,Fulham,Emile Smith Rowe,ENG,MF,24-295,33,2013,18,33.3,22,20,11.0
ENG-Premier League,Fulham,Harrison Reed,ENG,MF,30-112,12,108,3,33.3,1,1,1.0
ENG-Premier League,Fulham,Harry Wilson,WAL,"FW,MF",28-058,24,1102,12,62.5,14,13,6.0
ENG-Premier League,Fulham,Issa Diop,FRA,DF,28-130,21,1339,12,72.2,10,3,9.0
ENG-Premier League,Fulham,Joachim Andersen,DEN,DF,28-353,1,90,18,68.2,36,9,31.0
ENG-Premier League,Fulham,Joachim Andersen,DEN,DF,28-353,28,2493,18,68.2,36,9,31.0
ENG-Premier League,Fulham,Jorge Cuenca,ESP,DF,25-183,7,261,2,40.0,3,0,2.0
ENG-Premier League,Fulham,Joshua King,ENG,MF,18-136,7,113,4,0.0,2,2,1.0
ENG-Premier League,Fulham,Joshua King,ENG,MF,18-136,28,1673,4,0.0,2,2,1.0
ENG-Premier League,Fulham,Kenny Tete,NED,DF,29-222,21,1684,35,58.3,28,19,30.0
ENG-Premier League,Fulham,Raúl Jiménez,MEX,FW,34-014,37,2404,24,36.4,19,14,10.0
ENG-Premier League,Fulham,Reiss Nelson,ENG,FW,25-160,1,3,6,38.5,11,11,5.0
ENG-Premier League,Fulham,Reiss Nelson,ENG,FW,25-160,11,487,6,38.5,11,11,5.0
ENG-Premier League,Fulham,Rodrigo Muniz,BRA,FW,24-015,31,964,5,100.0,9,7,5.0
ENG-Premier League,Fulham,Ryan Sessegnon,ENG,"FW,DF",25-001,15,563,13,45.0,13,12,3.0
ENG-Premier League,Fulham,Sander Berge,NOR,MF,27-094,30,2219,30,69.2,27,19,21.0
ENG-Premier League,Fulham,Saša Lukić,SRB,MF,28-279,29,2259,38,40.7,20,13,26.0
ENG-Premier League,Fulham,Timothy Castagne,BEL,DF,29-165,24,1649,29,57.8,15,9,22.0
ENG-Premier League,Fulham,Tom Cairney,SCO,MF,34-119,24,555,5,57.1,6,5,4.0
ENG-Premier League,Fulham,Willian,BRA,"FW,MF",36-283,10,257,2,33.3,0,0,1.0
ENG-Premier League,Ipswich Town,Ali Al Hamadi,IRQ,FW,23-079,11,134,0,0.0,0,0,0.0
